isc_event_id,time_utc,latitude,longitude,depth_km,author,catalog,contributor,contributor_id,mag_type,magnitude,mag_author,place,event_type,id,source,status,net,nst,dmin,rms,gap,updated_utc,url,type
3524047,2001-02-15 11:44:16+00:00,23.457,70.159,1.0,NDI,NDI,NDI,4428083,ML,2.6,NDI,Southern India,earthquake,isc_3524047,isc,,,,,,,,,
3524049,2001-02-15 11:52:02.100000+00:00,23.486,70.422,4.6,NDI,NDI,NDI,4428084,ML,3.1,NDI,Southern India,earthquake,isc_3524049,isc,,,,,,,,,
3524051,2001-02-15 12:39:02+00:00,23.446,70.444,24.4,NDI,NDI,NDI,4428085,ML,3.1,NDI,Southern India,earthquake,isc_3524051,isc,,,,,,,,,
3524053,2001-02-15 14:15:20.500000+00:00,23.595,70.115,18.2,NDI,NDI,NDI,4428086,ML,3.1,NDI,Southern India,earthquake,isc_3524053,isc,,,,,,,,,
3524055,2001-02-15 17:20:46.700000+00:00,23.467,70.086,7.4,NDI,NDI,NDI,4428087,ML,3.3,NDI,Southern India,earthquake,isc_3524055,isc,,,,,,,,,
3510351,2001-02-15 22:32:35.600000+00:00,23.437,70.148,15.3,NDI,NDI,NDI,4415013,ML,3.0,NDI,Southern India,earthquake,isc_3510351,isc,,,,,,,,,
3524059,2001-02-15 23:14:32.900000+00:00,23.405,70.382,18.7,NDI,NDI,NDI,4428089,ML,2.9,NDI,Southern India,earthquake,isc_3524059,isc,,,,,,,,,
3524061,2001-02-16 03:56:29+00:00,23.516,70.363,19.4,NDI,NDI,NDI,4428090,ML,3.1,NDI,Southern India,earthquake,isc_3524061,isc,,,,,,,,,
3524063,2001-02-16 04:30:19+00:00,23.764,70.202,18.7,NDI,NDI,NDI,4428091,ML,2.8,NDI,Southern India,earthquake,isc_3524063,isc,,,,,,,,,
3524065,2001-02-16 05:46:45.100000+00:00,23.545,70.051,17.5,NDI,NDI,NDI,4428092,ML,2.8,NDI,Southern India,earthquake,isc_3524065,isc,,,,,,,,,
3524068,2001-02-16 08:48:13.700000+00:00,23.552,70.191,14.4,NDI,NDI,NDI,4428094,ML,3.6,NDI,Southern India,earthquake,isc_3524068,isc,,,,,,,,,
3524070,2001-02-16 10:42:11.800000+00:00,23.377,70.444,26.9,NDI,NDI,NDI,4428095,ML,2.7,NDI,Southern India,earthquake,isc_3524070,isc,,,,,,,,,
3510354,2001-02-16 10:50:24.800000+00:00,23.697,70.458,2.7,NDI,NDI,NDI,4415015,ML,3.3,NDI,Southern India,earthquake,isc_3510354,isc,,,,,,,,,
3510356,2001-02-16 11:30:17.900000+00:00,23.53,70.281,44.7,NDI,NDI,NDI,4415016,ML,2.9,NDI,Southern India,earthquake,isc_3510356,isc,,,,,,,,,
3524072,2001-02-16 18:55:13.400000+00:00,23.373,70.2,16.0,NDI,NDI,NDI,4428096,ML,3.7,NDI,Southern India,earthquake,isc_3524072,isc,,,,,,,,,
3524074,2001-02-16 20:29:28.500000+00:00,23.417,70.266,9.0,NDI,NDI,NDI,4428097,ML,3.4,NDI,Southern India,earthquake,isc_3524074,isc,,,,,,,,,
3524076,2001-02-17 00:25:49.200000+00:00,23.443,70.235,25.9,NDI,NDI,NDI,4428098,ML,2.9,NDI,Southern India,earthquake,isc_3524076,isc,,,,,,,,,
3524078,2001-02-17 05:23:48.300000+00:00,23.442,70.36,14.5,NDI,NDI,NDI,4428099,ML,3.4,NDI,Southern India,earthquake,isc_3524078,isc,,,,,,,,,
3524080,2001-02-17 06:12:57.100000+00:00,23.617,70.261,5.0,NDI,NDI,NDI,4428100,ML,3.0,NDI,Southern India,earthquake,isc_3524080,isc,,,,,,,,,
1832401,2001-02-17 08:27:27.948000+00:00,23.3471,70.5799,15.0,ISC,ISC,ISC,4522190,MS,3.76,ISC,Southern India,earthquake,isc_1832401,isc,,,,,,,,,
3524084,2001-02-17 10:34:16.300000+00:00,23.481,70.161,17.2,NDI,NDI,NDI,4428103,ML,2.8,NDI,Southern India,earthquake,isc_3524084,isc,,,,,,,,,
3524086,2001-02-17 12:21:38.900000+00:00,23.741,70.089,10.3,NDI,NDI,NDI,4428104,ML,2.9,NDI,Southern India,earthquake,isc_3524086,isc,,,,,,,,,
3524092,2001-02-17 16:45:36.100000+00:00,23.431,70.24,18.4,NDI,NDI,NDI,4428107,ML,3.0,NDI,Southern India,earthquake,isc_3524092,isc,,,,,,,,,
3510370,2001-02-17 17:50:27+00:00,23.499,70.253,2.3,NDI,NDI,NDI,4415027,ML,2.5,NDI,Southern India,earthquake,isc_3510370,isc,,,,,,,,,
3524095,2001-02-17 20:23:19.600000+00:00,23.217,70.441,12.6,NDI,NDI,NDI,4428109,ML,3.1,NDI,Southern India,earthquake,isc_3524095,isc,,,,,,,,,
3524098,2001-02-17 22:51:33+00:00,23.596,70.311,17.2,NDI,NDI,NDI,4428111,ML,2.8,NDI,Southern India,earthquake,isc_3524098,isc,,,,,,,,,
3524100,2001-02-18 04:50:47+00:00,23.482,70.388,18.3,NDI,NDI,NDI,4428112,ML,3.2,NDI,Southern India,earthquake,isc_3524100,isc,,,,,,,,,
3510376,2001-02-18 06:21:50.300000+00:00,23.479,70.139,6.2,NDI,NDI,NDI,4415032,ML,3.2,NDI,Southern India,earthquake,isc_3510376,isc,,,,,,,,,
3524103,2001-02-18 06:55:48.500000+00:00,23.452,70.358,11.1,NDI,NDI,NDI,4428114,ML,3.0,NDI,Southern India,earthquake,isc_3524103,isc,,,,,,,,,
3524105,2001-02-18 10:53:53.200000+00:00,23.507,70.532,15.9,NDI,NDI,NDI,4428115,ML,2.9,NDI,Southern India,earthquake,isc_3524105,isc,,,,,,,,,
3510379,2001-02-18 12:23:18.900000+00:00,23.387,70.199,17.8,NDI,NDI,NDI,4415035,ML,3.6,NDI,Southern India,earthquake,isc_3510379,isc,,,,,,,,,
3524107,2001-02-18 13:59:36+00:00,23.473,70.395,15.0,NDI,NDI,NDI,4428116,ML,2.8,NDI,Southern India,earthquake,isc_3524107,isc,,,,,,,,,
3524109,2001-02-18 14:21:46.800000+00:00,23.518,70.364,18.6,NDI,NDI,NDI,4428117,ML,3.2,NDI,Southern India,earthquake,isc_3524109,isc,,,,,,,,,
2737110,2001-02-18 16:46:20.939000+00:00,23.7732,70.3021,35.0,ISC,ISC,ISC,4522381,mb,3.8,ISC,Southern India,earthquake,isc_2737110,isc,,,,,,,,,
1832444,2001-02-19 02:11:13.416000+00:00,23.4918,70.2337,24.1,ISC,ISC,ISC,4522423,MS,4.46,ISC,Southern India,earthquake,isc_1832444,isc,,,,,,,,,
3524113,2001-02-19 03:30:05.200000+00:00,23.481,70.274,4.1,NDI,NDI,NDI,4428120,ML,2.9,NDI,Southern India,earthquake,isc_3524113,isc,,,,,,,,,
3524115,2001-02-19 04:26:33+00:00,23.317,70.43,34.2,NDI,NDI,NDI,4428121,ML,3.2,NDI,Southern India,earthquake,isc_3524115,isc,,,,,,,,,
3510387,2001-02-19 05:56:16.300000+00:00,23.536,70.085,13.9,NDI,NDI,NDI,4415037,ML,3.6,NDI,Southern India,earthquake,isc_3510387,isc,,,,,,,,,
1832446,2001-02-19 08:24:22.373000+00:00,23.5517,70.1922,13.4,ISC,ISC,ISC,4522458,MW,5.37,GCMT,Southern India,earthquake,isc_1832446,isc,,,,,,,,,
1832448,2001-02-19 09:22:00.498000+00:00,23.5183,70.2906,15.0,ISC,ISC,ISC,4522462,mb,4.14,ISC,Southern India,earthquake,isc_1832448,isc,,,,,,,,,
3524120,2001-02-19 10:25:59.600000+00:00,23.51,70.047,3.3,NDI,NDI,NDI,4428125,ML,3.5,NDI,Southern India,earthquake,isc_3524120,isc,,,,,,,,,
3524122,2001-02-19 11:49:05+00:00,22.925,70.337,11.5,NDI,NDI,NDI,4428126,ML,2.8,NDI,Southern India,earthquake,isc_3524122,isc,,,,,,,,,
3524124,2001-02-19 12:01:37.600000+00:00,23.591,70.169,6.9,NDI,NDI,NDI,4428127,ML,3.2,NDI,Southern India,earthquake,isc_3524124,isc,,,,,,,,,
2737189,2001-02-19 15:06:00.602000+00:00,23.4579,70.6265,15.0,ISC,ISC,ISC,4522492,mb,3.68,ISC,Southern India,earthquake,isc_2737189,isc,,,,,,,,,
3524127,2001-02-19 16:35:20.300000+00:00,23.439,70.028,7.4,NDI,NDI,NDI,4428129,ML,3.1,NDI,Southern India,earthquake,isc_3524127,isc,,,,,,,,,
3524129,2001-02-19 17:24:55.800000+00:00,23.373,70.196,28.0,NDI,NDI,NDI,4428130,ML,2.7,NDI,Southern India,earthquake,isc_3524129,isc,,,,,,,,,
3510397,2001-02-19 19:26:10.800000+00:00,23.485,70.645,39.9,NDI,NDI,NDI,4415051,ML,2.7,NDI,Southern India,earthquake,isc_3510397,isc,,,,,,,,,
3524131,2001-02-19 19:42:01.400000+00:00,23.375,70.076,20.2,NDI,NDI,NDI,4428131,ML,2.9,NDI,Southern India,earthquake,isc_3524131,isc,,,,,,,,,
3524135,2001-02-19 22:11:58.600000+00:00,23.401,70.368,5.1,NDI,NDI,NDI,4428133,ML,3.1,NDI,Southern India,earthquake,isc_3524135,isc,,,,,,,,,
3524140,2001-02-20 00:36:17.700000+00:00,23.411,70.159,20.0,NDI,NDI,NDI,4428136,ML,3.5,NDI,Southern India,earthquake,isc_3524140,isc,,,,,,,,,
3524142,2001-02-20 02:13:26.200000+00:00,23.55,70.068,20.5,NDI,NDI,NDI,4428137,ML,3.0,NDI,Southern India,earthquake,isc_3524142,isc,,,,,,,,,
3524144,2001-02-20 02:39:09.800000+00:00,23.356,70.006,5.0,NDI,NDI,NDI,4428138,ML,2.2,NDI,Southern India,earthquake,isc_3524144,isc,,,,,,,,,
3524146,2001-02-20 04:44:29+00:00,23.444,70.343,9.5,NDI,NDI,NDI,4428139,ML,3.1,NDI,Southern India,earthquake,isc_3524146,isc,,,,,,,,,
3524148,2001-02-20 06:17:18+00:00,23.689,70.426,6.8,NDI,NDI,NDI,4428140,ML,3.3,NDI,Southern India,earthquake,isc_3524148,isc,,,,,,,,,
3524154,2001-02-20 13:26:48.400000+00:00,23.375,70.173,26.7,NDI,NDI,NDI,4428144,ML,3.3,NDI,Southern India,earthquake,isc_3524154,isc,,,,,,,,,
3270036,2001-02-20 16:30:57.118000+00:00,23.2157,70.4352,15.0,ISC,ISC,ISC,4522627,mb,3.8,ISC,Southern India,earthquake,isc_3270036,isc,,,,,,,,,
3270041,2001-02-20 17:35:29.901000+00:00,23.329,70.4416,17.4,ISC,ISC,ISC,4522633,mb,3.88,ISC,Southern India,earthquake,isc_3270041,isc,,,,,,,,,
3510403,2001-02-20 23:10:42.400000+00:00,23.327,70.382,18.1,NDI,NDI,NDI,4415057,ML,3.0,NDI,Southern India,earthquake,isc_3510403,isc,,,,,,,,,
3524159,2001-02-21 00:15:13.500000+00:00,23.42,70.206,15.0,NDI,NDI,NDI,4428148,ML,2.8,NDI,Southern India,earthquake,isc_3524159,isc,,,,,,,,,
3510405,2001-02-21 00:27:20.500000+00:00,23.473,70.498,21.7,NDI,NDI,NDI,4415058,ML,2.9,NDI,Southern India,earthquake,isc_3510405,isc,,,,,,,,,
3510407,2001-02-21 00:48:16.400000+00:00,23.459,70.396,21.7,NDI,NDI,NDI,4415059,ML,3.2,NDI,Southern India,earthquake,isc_3510407,isc,,,,,,,,,
3524161,2001-02-21 01:02:06.600000+00:00,23.612,70.241,5.5,NDI,NDI,NDI,4428149,ML,2.9,NDI,Southern India,earthquake,isc_3524161,isc,,,,,,,,,
3524163,2001-02-21 01:17:30.700000+00:00,23.409,70.442,19.9,NDI,NDI,NDI,4428150,ML,2.4,NDI,Southern India,earthquake,isc_3524163,isc,,,,,,,,,
3524165,2001-02-21 02:36:34+00:00,23.499,70.414,20.5,NDI,NDI,NDI,4428151,ML,3.1,NDI,Southern India,earthquake,isc_3524165,isc,,,,,,,,,
3524167,2001-02-21 03:01:11.400000+00:00,23.369,70.214,19.3,NDI,NDI,NDI,4428152,ML,3.4,NDI,Southern India,earthquake,isc_3524167,isc,,,,,,,,,
3524169,2001-02-21 05:24:15.600000+00:00,23.388,70.171,29.7,NDI,NDI,NDI,4428153,ML,3.3,NDI,Southern India,earthquake,isc_3524169,isc,,,,,,,,,
3524171,2001-02-21 05:39:03.200000+00:00,23.453,70.101,21.5,NDI,NDI,NDI,4428154,ML,3.3,NDI,Southern India,earthquake,isc_3524171,isc,,,,,,,,,
3524173,2001-02-21 08:43:00.500000+00:00,23.687,70.442,18.9,NDI,NDI,NDI,4428155,ML,3.1,NDI,Southern India,earthquake,isc_3524173,isc,,,,,,,,,
3524175,2001-02-21 10:19:17.200000+00:00,23.597,70.375,15.0,NDI,NDI,NDI,4428156,ML,3.0,NDI,Southern India,earthquake,isc_3524175,isc,,,,,,,,,
3524177,2001-02-21 10:39:03.700000+00:00,23.015,70.827,27.2,NDI,NDI,NDI,4428157,ML,2.9,NDI,Southern India,earthquake,isc_3524177,isc,,,,,,,,,
3524179,2001-02-21 10:49:46.800000+00:00,23.164,70.359,15.0,NDI,NDI,NDI,4428158,ML,3.2,NDI,Southern India,earthquake,isc_3524179,isc,,,,,,,,,
3524181,2001-02-21 13:28:12.700000+00:00,23.473,70.183,8.4,NDI,NDI,NDI,4428159,ML,3.1,NDI,Southern India,earthquake,isc_3524181,isc,,,,,,,,,
3524183,2001-02-21 13:36:10.200000+00:00,23.448,70.05,25.0,NDI,NDI,NDI,4428160,ML,2.8,NDI,Southern India,earthquake,isc_3524183,isc,,,,,,,,,
3524185,2001-02-21 14:20:42.500000+00:00,23.396,70.162,22.0,NDI,NDI,NDI,4428161,ML,3.2,NDI,Southern India,earthquake,isc_3524185,isc,,,,,,,,,
3524187,2001-02-21 14:41:11.100000+00:00,23.49,70.402,15.0,NDI,NDI,NDI,4428162,ML,3.2,NDI,Southern India,earthquake,isc_3524187,isc,,,,,,,,,
3524189,2001-02-21 19:17:30.700000+00:00,23.473,70.387,21.0,NDI,NDI,NDI,4428163,ML,3.2,NDI,Southern India,earthquake,isc_3524189,isc,,,,,,,,,
3524191,2001-02-21 20:36:27.700000+00:00,23.495,70.3,17.1,NDI,NDI,NDI,4428164,ML,2.5,NDI,Southern India,earthquake,isc_3524191,isc,,,,,,,,,
1832501,2001-02-22 02:13:03.631000+00:00,23.3623,70.5074,19.4,ISC,ISC,ISC,4522804,MS,4.1,ISC,Southern India,earthquake,isc_1832501,isc,,,,,,,,,
3524194,2001-02-22 03:48:59.800000+00:00,23.527,70.247,16.2,NDI,NDI,NDI,4428166,ML,3.2,NDI,Southern India,earthquake,isc_3524194,isc,,,,,,,,,
3524196,2001-02-22 04:25:26.300000+00:00,23.51,70.396,14.3,NDI,NDI,NDI,4428167,ML,3.4,NDI,Southern India,earthquake,isc_3524196,isc,,,,,,,,,
3524198,2001-02-22 04:36:25.200000+00:00,23.359,70.298,5.1,NDI,NDI,NDI,4428168,ML,3.0,NDI,Southern India,earthquake,isc_3524198,isc,,,,,,,,,
3524203,2001-02-22 08:43:54.600000+00:00,23.754,70.701,14.2,NDI,NDI,NDI,4428171,ML,3.4,NDI,Southern India,earthquake,isc_3524203,isc,,,,,,,,,
3510423,2001-02-22 09:31:37.300000+00:00,23.489,70.327,10.8,NDI,NDI,NDI,4415072,ML,3.0,NDI,Southern India,earthquake,isc_3510423,isc,,,,,,,,,
3524205,2001-02-22 16:53:29.900000+00:00,23.676,70.105,14.7,NDI,NDI,NDI,4428172,ML,3.2,NDI,Southern India,earthquake,isc_3524205,isc,,,,,,,,,
3524207,2001-02-22 19:23:50.800000+00:00,23.391,70.265,11.8,NDI,NDI,NDI,4428173,ML,3.3,NDI,Southern India,earthquake,isc_3524207,isc,,,,,,,,,
3524209,2001-02-22 19:43:41.400000+00:00,23.456,70.376,22.4,NDI,NDI,NDI,4428174,ML,3.8,NDI,Southern India,earthquake,isc_3524209,isc,,,,,,,,,
3524211,2001-02-22 20:45:28.200000+00:00,23.397,70.443,30.7,NDI,NDI,NDI,4428175,ML,3.1,NDI,Southern India,earthquake,isc_3524211,isc,,,,,,,,,
3524213,2001-02-23 02:40:36.900000+00:00,23.313,70.309,12.1,NDI,NDI,NDI,4428176,ML,3.8,NDI,Southern India,earthquake,isc_3524213,isc,,,,,,,,,
3524215,2001-02-23 03:29:30.600000+00:00,23.615,70.169,8.8,NDI,NDI,NDI,4428177,ML,3.4,NDI,Southern India,earthquake,isc_3524215,isc,,,,,,,,,
3524217,2001-02-23 06:05:54.600000+00:00,23.497,70.48,19.5,NDI,NDI,NDI,4428178,ML,3.0,NDI,Southern India,earthquake,isc_3524217,isc,,,,,,,,,
3524219,2001-02-23 06:58:59.900000+00:00,23.329,70.325,24.4,NDI,NDI,NDI,4428179,ML,3.3,NDI,Southern India,earthquake,isc_3524219,isc,,,,,,,,,
3524221,2001-02-23 07:51:18.800000+00:00,23.573,70.419,28.5,NDI,NDI,NDI,4428180,ML,2.8,NDI,Southern India,earthquake,isc_3524221,isc,,,,,,,,,
3524223,2001-02-23 09:42:53.700000+00:00,23.459,70.169,16.8,NDI,NDI,NDI,4428181,ML,2.9,NDI,Southern India,earthquake,isc_3524223,isc,,,,,,,,,
3524225,2001-02-23 10:38:00+00:00,23.497,70.188,15.0,NDI,NDI,NDI,4428182,ML,2.8,NDI,Southern India,earthquake,isc_3524225,isc,,,,,,,,,
3524227,2001-02-23 12:36:21.500000+00:00,23.472,70.209,9.0,NDI,NDI,NDI,4428183,ML,2.9,NDI,Southern India,earthquake,isc_3524227,isc,,,,,,,,,
3524229,2001-02-23 13:27:12.800000+00:00,23.46,70.213,23.6,NDI,NDI,NDI,4428184,ML,3.0,NDI,Southern India,earthquake,isc_3524229,isc,,,,,,,,,
3510436,2001-02-23 22:48:39+00:00,22.958,70.895,38.8,NDI,NDI,NDI,4415081,ML,2.8,NDI,Southern India,earthquake,isc_3510436,isc,,,,,,,,,
3524231,2001-02-24 00:14:24.600000+00:00,23.4,70.208,10.8,NDI,NDI,NDI,4428185,ML,3.0,NDI,Southern India,earthquake,isc_3524231,isc,,,,,,,,,
3524233,2001-02-24 01:04:18.400000+00:00,23.379,70.167,23.5,NDI,NDI,NDI,4428186,ML,3.3,NDI,Southern India,earthquake,isc_3524233,isc,,,,,,,,,
3524235,2001-02-24 02:40:19.700000+00:00,23.481,70.358,8.3,NDI,NDI,NDI,4428187,ML,3.4,NDI,Southern India,earthquake,isc_3524235,isc,,,,,,,,,
3524237,2001-02-24 02:43:12+00:00,23.556,70.052,7.2,NDI,NDI,NDI,4428188,ML,2.7,NDI,Southern India,earthquake,isc_3524237,isc,,,,,,,,,
3524239,2001-02-24 02:48:25.700000+00:00,23.294,70.909,20.0,NDI,NDI,NDI,4428189,ML,3.0,NDI,Southern India,earthquake,isc_3524239,isc,,,,,,,,,
3524241,2001-02-24 04:50:29.700000+00:00,23.316,70.386,18.0,NDI,NDI,NDI,4428190,ML,2.9,NDI,Southern India,earthquake,isc_3524241,isc,,,,,,,,,
3524243,2001-02-24 06:21:09.200000+00:00,23.559,70.005,15.3,NDI,NDI,NDI,4428191,ML,3.3,NDI,Southern India,earthquake,isc_3524243,isc,,,,,,,,,
3524246,2001-02-24 14:16:04.600000+00:00,23.384,70.356,29.2,NDI,NDI,NDI,4428193,ML,3.3,NDI,Southern India,earthquake,isc_3524246,isc,,,,,,,,,
3524248,2001-02-24 16:51:06.300000+00:00,23.426,70.213,7.8,NDI,NDI,NDI,4428194,ML,3.8,NDI,Southern India,earthquake,isc_3524248,isc,,,,,,,,,
3524250,2001-02-24 17:35:54+00:00,23.401,70.371,14.4,NDI,NDI,NDI,4428195,ML,3.7,NDI,Southern India,earthquake,isc_3524250,isc,,,,,,,,,
3524252,2001-02-24 17:51:12.500000+00:00,23.303,70.385,15.0,NDI,NDI,NDI,4428196,ML,3.0,NDI,Southern India,earthquake,isc_3524252,isc,,,,,,,,,
3524254,2001-02-24 18:08:23.200000+00:00,23.516,70.199,2.0,NDI,NDI,NDI,4428197,ML,3.3,NDI,Southern India,earthquake,isc_3524254,isc,,,,,,,,,
3524256,2001-02-24 19:39:07.100000+00:00,23.463,70.437,17.9,NDI,NDI,NDI,4428198,ML,3.0,NDI,Southern India,earthquake,isc_3524256,isc,,,,,,,,,
3524258,2001-02-24 22:02:53.300000+00:00,23.326,70.364,19.6,NDI,NDI,NDI,4428199,ML,3.9,NDI,Southern India,earthquake,isc_3524258,isc,,,,,,,,,
3524260,2001-02-24 23:17:49.400000+00:00,23.404,70.353,19.4,NDI,NDI,NDI,4428200,ML,3.6,NDI,Southern India,earthquake,isc_3524260,isc,,,,,,,,,
3524266,2001-02-25 13:34:18.700000+00:00,23.425,70.237,7.1,NDI,NDI,NDI,4428203,ML,3.8,NDI,Southern India,earthquake,isc_3524266,isc,,,,,,,,,
3524268,2001-02-25 14:08:19.100000+00:00,23.502,70.388,8.6,NDI,NDI,NDI,4428204,ML,3.4,NDI,Southern India,earthquake,isc_3524268,isc,,,,,,,,,
3524270,2001-02-25 16:47:47.800000+00:00,23.512,70.158,8.3,NDI,NDI,NDI,4428205,ML,3.3,NDI,Southern India,earthquake,isc_3524270,isc,,,,,,,,,
3524272,2001-02-26 07:38:40.700000+00:00,23.378,70.38,23.5,NDI,NDI,NDI,4428206,ML,3.4,NDI,Southern India,earthquake,isc_3524272,isc,,,,,,,,,
3524274,2001-02-26 12:07:15.600000+00:00,23.484,70.237,14.8,NDI,NDI,NDI,4428207,ML,3.2,NDI,Southern India,earthquake,isc_3524274,isc,,,,,,,,,
3524276,2001-02-26 16:58:38+00:00,23.429,70.393,23.5,NDI,NDI,NDI,4428208,ML,3.1,NDI,Southern India,earthquake,isc_3524276,isc,,,,,,,,,
3524278,2001-02-26 17:31:54.200000+00:00,23.36,70.356,30.0,NDI,NDI,NDI,4428209,ML,3.2,NDI,Southern India,earthquake,isc_3524278,isc,,,,,,,,,
3524280,2001-02-26 21:44:18.300000+00:00,23.479,70.117,13.8,NDI,NDI,NDI,4428210,ML,3.6,NDI,Southern India,earthquake,isc_3524280,isc,,,,,,,,,
3524282,2001-02-26 23:22:23.400000+00:00,23.486,70.216,15.0,NDI,NDI,NDI,4428211,ML,2.8,NDI,Southern India,earthquake,isc_3524282,isc,,,,,,,,,
3524284,2001-02-26 23:27:32.600000+00:00,23.782,70.721,8.3,NDI,NDI,NDI,4428212,ML,3.1,NDI,Southern India,earthquake,isc_3524284,isc,,,,,,,,,
3524286,2001-02-27 00:59:47.600000+00:00,23.375,70.364,9.4,NDI,NDI,NDI,4428213,ML,3.0,NDI,Southern India,earthquake,isc_3524286,isc,,,,,,,,,
3524290,2001-02-27 12:47:08+00:00,23.322,70.086,20.3,NDI,NDI,NDI,4428215,ML,3.1,NDI,Southern India,earthquake,isc_3524290,isc,,,,,,,,,
3524292,2001-02-27 18:43:08.800000+00:00,23.491,70.295,9.9,NDI,NDI,NDI,4428216,ML,3.4,NDI,Southern India,earthquake,isc_3524292,isc,,,,,,,,,
2738154,2001-02-28 14:33:39.910000+00:00,23.3155,70.4087,15.0,ISC,ISC,ISC,4523668,mb,4.13,ISC,Southern India,earthquake,isc_2738154,isc,,,,,,,,,
3660365,2001-02-28 20:18:49.960000+00:00,23.417,70.41,27.9,BHUJ2,BHUJ2,BHUJ2,4356918,ML,2.0,BHUJ2,Southern India,earthquake,isc_3660365,isc,,,,,,,,,
3444814,2001-03-01 00:04:29+00:00,23.35,70.329,35.0,BHUJ2,BHUJ2,BHUJ2,4356951,ML,3.0,BHUJ2,Southern India,earthquake,isc_3444814,isc,,,,,,,,,
1833167,2001-03-01 00:53:18.854000+00:00,23.3463,70.4678,15.0,ISC,ISC,ISC,4581024,mb,4.17,ISC,Southern India,earthquake,isc_1833167,isc,,,,,,,,,
3444869,2001-03-01 01:16:36.630000+00:00,23.701,70.87,32.2,BHUJ2,BHUJ2,BHUJ2,4356978,ML,2.0,BHUJ2,Southern India,earthquake,isc_3444869,isc,,,,,,,,,
3444877,2001-03-01 01:23:19.450000+00:00,23.448,70.393,28.7,BHUJ2,BHUJ2,BHUJ2,4356983,ML,2.0,BHUJ2,Southern India,earthquake,isc_3444877,isc,,,,,,,,,
3444923,2001-03-01 02:26:02.220000+00:00,23.426,70.188,30.4,BHUJ2,BHUJ2,BHUJ2,4357005,ML,2.2,BHUJ2,Southern India,earthquake,isc_3444923,isc,,,,,,,,,
3444931,2001-03-01 02:37:13.460000+00:00,23.786,70.423,32.0,BHUJ2,BHUJ2,BHUJ2,4357009,ML,2.2,BHUJ2,Southern India,earthquake,isc_3444931,isc,,,,,,,,,
3444951,2001-03-01 03:17:58.450000+00:00,23.471,70.403,30.1,BHUJ2,BHUJ2,BHUJ2,4357019,ML,2.1,BHUJ2,Southern India,earthquake,isc_3444951,isc,,,,,,,,,
3444965,2001-03-01 03:39:19.630000+00:00,23.411,70.159,25.6,BHUJ2,BHUJ2,BHUJ2,4357026,ML,2.1,BHUJ2,Southern India,earthquake,isc_3444965,isc,,,,,,,,,
3444977,2001-03-01 03:58:40.870000+00:00,23.304,70.138,28.2,BHUJ2,BHUJ2,BHUJ2,4357032,ML,3.4,NDI,Southern India,earthquake,isc_3444977,isc,,,,,,,,,
3444991,2001-03-01 04:27:48.730000+00:00,23.427,70.582,21.1,BHUJ2,BHUJ2,BHUJ2,4357038,ML,2.1,BHUJ2,Southern India,earthquake,isc_3444991,isc,,,,,,,,,
3444993,2001-03-01 04:30:42.320000+00:00,23.603,69.913,-1.5,BHUJ2,BHUJ2,BHUJ2,4357040,ML,2.3,BHUJ2,Southern India,earthquake,isc_3444993,isc,,,,,,,,,
3444997,2001-03-01 04:42:40.850000+00:00,23.494,70.452,26.1,BHUJ2,BHUJ2,BHUJ2,4357042,ML,2.0,BHUJ2,Southern India,earthquake,isc_3444997,isc,,,,,,,,,
3445009,2001-03-01 04:59:16.270000+00:00,23.373,70.206,33.6,BHUJ2,BHUJ2,BHUJ2,4357048,ML,2.1,BHUJ2,Southern India,earthquake,isc_3445009,isc,,,,,,,,,
3445013,2001-03-01 05:08:45.130000+00:00,23.359,70.335,30.2,BHUJ2,BHUJ2,BHUJ2,4357050,ML,2.0,BHUJ2,Southern India,earthquake,isc_3445013,isc,,,,,,,,,
3445019,2001-03-01 05:17:06.120000+00:00,23.471,70.372,30.0,BHUJ2,BHUJ2,BHUJ2,4357054,ML,2.5,BHUJ2,Southern India,earthquake,isc_3445019,isc,,,,,,,,,
3445061,2001-03-01 06:35:02.070000+00:00,23.457,70.232,21.6,BHUJ2,BHUJ2,BHUJ2,4357074,ML,3.6,NDI,Southern India,earthquake,isc_3445061,isc,,,,,,,,,
3445069,2001-03-01 06:45:54.180000+00:00,23.587,69.981,25.2,BHUJ2,BHUJ2,BHUJ2,4357078,ML,2.3,BHUJ2,Southern India,earthquake,isc_3445069,isc,,,,,,,,,
3445083,2001-03-01 07:11:09.210000+00:00,23.432,70.377,29.8,BHUJ2,BHUJ2,BHUJ2,4357085,ML,2.0,BHUJ2,Southern India,earthquake,isc_3445083,isc,,,,,,,,,
3445087,2001-03-01 07:15:05.960000+00:00,23.859,70.355,63.7,BHUJ2,BHUJ2,BHUJ2,4357087,ML,2.1,BHUJ2,Southern India,earthquake,isc_3445087,isc,,,,,,,,,
3445113,2001-03-01 08:12:24.680000+00:00,23.491,70.347,20.5,BHUJ2,BHUJ2,BHUJ2,4357100,ML,2.3,BHUJ2,Southern India,earthquake,isc_3445113,isc,,,,,,,,,
3445187,2001-03-01 10:52:35.940000+00:00,23.849,70.183,35.4,BHUJ2,BHUJ2,BHUJ2,4357136,ML,2.4,BHUJ2,Southern India,earthquake,isc_3445187,isc,,,,,,,,,
