isc_event_id,time_utc,latitude,longitude,depth_km,author,catalog,contributor,contributor_id,mag_type,magnitude,mag_author,place,event_type,id,source,status,net,nst,dmin,rms,gap,updated_utc,url,type
3510211,2001-02-03 05:34:00.500000+00:00,23.217,70.167,5.0,NDI,NDI,NDI,4414905,ML,3.4,NDI,Southern India,earthquake,isc_3510211,isc,,,,,,,,,
2735631,2001-02-03 07:00:45.381000+00:00,23.2653,70.2585,15.0,ISC,ISC,ISC,4520412,mb,3.98,ISC,Southern India,earthquake,isc_2735631,isc,,,,,,,,,
3268096,2001-02-03 07:07:21.028000+00:00,23.3411,70.563,10.0,ISC,ISC,ISC,4520413,mb,3.94,ISC,Southern India,earthquake,isc_3268096,isc,,,,,,,,,
2735643,2001-02-03 09:19:40.508000+00:00,23.4279,70.2607,18.1,ISC,ISC,ISC,4520425,mb,3.93,ISC,Southern India,earthquake,isc_2735643,isc,,,,,,,,,
1763877,2001-02-03 10:06:40.819000+00:00,23.3162,70.3075,23.1,ISC,ISC,ISC,4520428,MW,4.8,NDI,Southern India,earthquake,isc_1763877,isc,,,,,,,,,
3523694,2001-02-03 16:01:57.500000+00:00,23.281,70.295,8.0,NDI,NDI,NDI,4427872,ML,3.3,NDI,Southern India,earthquake,isc_3523694,isc,,,,,,,,,
3523698,2001-02-03 22:58:38.800000+00:00,23.582,70.225,15.0,NDI,NDI,NDI,4427874,ML,2.7,NDI,Southern India,earthquake,isc_3523698,isc,,,,,,,,,
3510218,2001-02-04 00:17:45.800000+00:00,23.749,70.393,4.1,NDI,NDI,NDI,4414909,ML,3.0,NDI,Southern India,earthquake,isc_3510218,isc,,,,,,,,,
2735712,2001-02-04 00:49:44.679000+00:00,23.2114,70.3885,18.7,ISC,ISC,ISC,4520516,mb,3.82,ISC,Southern India,earthquake,isc_2735712,isc,,,,,,,,,
3523700,2001-02-04 01:21:12.600000+00:00,23.316,70.321,7.2,NDI,NDI,NDI,4427875,ML,3.2,NDI,Southern India,earthquake,isc_3523700,isc,,,,,,,,,
3523702,2001-02-04 01:46:00.400000+00:00,23.419,70.311,15.0,NDI,NDI,NDI,4427876,ML,3.4,NDI,Southern India,earthquake,isc_3523702,isc,,,,,,,,,
3523704,2001-02-04 04:17:11.200000+00:00,23.48,70.21,3.6,NDI,NDI,NDI,4427877,ML,3.6,NDI,Southern India,earthquake,isc_3523704,isc,,,,,,,,,
3523706,2001-02-04 04:40:00.900000+00:00,23.406,70.261,5.9,NDI,NDI,NDI,4427878,ML,3.8,NDI,Southern India,earthquake,isc_3523706,isc,,,,,,,,,
1763887,2001-02-04 04:47:26.526000+00:00,23.5269,70.253,15.0,ISC,ISC,ISC,4520543,MW,4.6,NDI,Southern India,earthquake,isc_1763887,isc,,,,,,,,,
3011875,2001-02-04 04:50:37.304000+00:00,23.1868,70.1093,18.2,ISC,ISC,ISC,4520545,mb,4.11,ISC,Southern India,earthquake,isc_3011875,isc,,,,,,,,,
3523711,2001-02-04 05:22:02.700000+00:00,23.509,70.2,15.0,NDI,NDI,NDI,4427882,ML,3.3,NDI,Southern India,earthquake,isc_3523711,isc,,,,,,,,,
3523713,2001-02-04 05:41:30.900000+00:00,23.281,70.405,9.5,NDI,NDI,NDI,4427883,ML,3.2,NDI,Southern India,earthquake,isc_3523713,isc,,,,,,,,,
3523718,2001-02-04 13:55:27.100000+00:00,23.512,70.529,20.4,NDI,NDI,NDI,4427886,ML,3.1,NDI,Southern India,earthquake,isc_3523718,isc,,,,,,,,,
1763899,2001-02-04 15:34:09.965000+00:00,23.4518,70.2677,22.5,ISC,ISC,ISC,4520614,MW,4.8,NDI,Southern India,earthquake,isc_1763899,isc,,,,,,,,,
3523722,2001-02-04 15:41:36+00:00,23.345,70.19,27.3,NDI,NDI,NDI,4427889,ML,3.6,NDI,Southern India,earthquake,isc_3523722,isc,,,,,,,,,
3523724,2001-02-04 16:04:19+00:00,23.546,70.14,17.0,NDI,NDI,NDI,4427904,ML,3.4,NDI,Southern India,earthquake,isc_3523724,isc,,,,,,,,,
1763903,2001-02-04 17:23:16.418000+00:00,23.4232,70.5583,15.0,ISC,ISC,ISC,4520624,mb,4.34,ISC,Southern India,earthquake,isc_1763903,isc,,,,,,,,,
3523728,2001-02-04 18:08:23.900000+00:00,23.413,70.332,20.3,NDI,NDI,NDI,4427907,ML,2.8,NDI,Southern India,earthquake,isc_3523728,isc,,,,,,,,,
3523730,2001-02-04 19:33:34.200000+00:00,23.463,70.495,19.4,NDI,NDI,NDI,4427908,ML,3.2,NDI,Southern India,earthquake,isc_3523730,isc,,,,,,,,,
3523732,2001-02-04 19:59:21.900000+00:00,23.382,70.346,23.1,NDI,NDI,NDI,4427909,ML,3.7,NDI,Southern India,earthquake,isc_3523732,isc,,,,,,,,,
3523734,2001-02-04 22:45:29.200000+00:00,23.524,70.28,4.2,NDI,NDI,NDI,4427910,ML,2.9,NDI,Southern India,earthquake,isc_3523734,isc,,,,,,,,,
3523736,2001-02-05 00:15:12.200000+00:00,23.423,70.375,15.3,NDI,NDI,NDI,4427911,ML,3.2,NDI,Southern India,earthquake,isc_3523736,isc,,,,,,,,,
3523738,2001-02-05 01:38:23+00:00,23.523,70.046,16.5,NDI,NDI,NDI,4427912,ML,3.4,NDI,Southern India,earthquake,isc_3523738,isc,,,,,,,,,
3523740,2001-02-05 02:41:18.800000+00:00,23.096,70.041,17.7,NDI,NDI,NDI,4427913,ML,3.4,NDI,Southern India,earthquake,isc_3523740,isc,,,,,,,,,
1763911,2001-02-05 02:59:38.293000+00:00,23.4812,70.1069,15.0,ISC,ISC,ISC,4520667,MW,4.7,NDI,Southern India,earthquake,isc_1763911,isc,,,,,,,,,
3523744,2001-02-05 06:00:05+00:00,23.404,70.459,5.3,NDI,NDI,NDI,4427916,ML,3.1,NDI,Southern India,earthquake,isc_3523744,isc,,,,,,,,,
3268390,2001-02-05 14:43:20.651000+00:00,23.2768,70.5502,15.0,ISC,ISC,ISC,4520729,mb,3.49,ISC,Southern India,earthquake,isc_3268390,isc,,,,,,,,,
3523753,2001-02-05 16:07:25.800000+00:00,23.502,70.033,9.8,NDI,NDI,NDI,4427921,ML,3.0,NDI,Southern India,earthquake,isc_3523753,isc,,,,,,,,,
3523757,2001-02-05 22:09:11.600000+00:00,23.441,70.599,10.0,NDI,NDI,NDI,4427923,ML,3.0,NDI,Southern India,earthquake,isc_3523757,isc,,,,,,,,,
3523759,2001-02-05 23:56:39.600000+00:00,23.544,70.085,9.5,NDI,NDI,NDI,4427924,ML,3.7,NDI,Southern India,earthquake,isc_3523759,isc,,,,,,,,,
3523761,2001-02-06 00:59:21+00:00,23.246,70.299,18.1,NDI,NDI,NDI,4427925,ML,3.4,NDI,Southern India,earthquake,isc_3523761,isc,,,,,,,,,
3523763,2001-02-06 04:49:34+00:00,23.299,70.32,30.0,NDI,NDI,NDI,4427926,ML,3.6,NDI,Southern India,earthquake,isc_3523763,isc,,,,,,,,,
3523765,2001-02-06 10:51:26+00:00,23.446,70.242,5.0,NDI,NDI,NDI,4427927,ML,3.2,NDI,Southern India,earthquake,isc_3523765,isc,,,,,,,,,
3523767,2001-02-06 12:48:12.800000+00:00,23.259,70.258,25.9,NDI,NDI,NDI,4427928,ML,3.2,NDI,Southern India,earthquake,isc_3523767,isc,,,,,,,,,
3523769,2001-02-06 18:03:26.700000+00:00,23.227,70.154,19.9,NDI,NDI,NDI,4427929,ML,3.8,NDI,Southern India,earthquake,isc_3523769,isc,,,,,,,,,
3523771,2001-02-06 19:28:15.100000+00:00,23.498,70.088,9.6,NDI,NDI,NDI,4427930,ML,4.2,NDI,Southern India,earthquake,isc_3523771,isc,,,,,,,,,
3523774,2001-02-06 22:24:00+00:00,23.341,70.222,17.3,NDI,NDI,NDI,4427932,ML,3.1,NDI,Southern India,earthquake,isc_3523774,isc,,,,,,,,,
3523776,2001-02-07 00:36:11.500000+00:00,23.363,70.332,30.2,NDI,NDI,NDI,4427933,ML,3.5,NDI,Southern India,earthquake,isc_3523776,isc,,,,,,,,,
3523778,2001-02-07 00:51:12.600000+00:00,23.339,70.295,26.7,NDI,NDI,NDI,4427934,ML,3.3,NDI,Southern India,earthquake,isc_3523778,isc,,,,,,,,,
3523780,2001-02-07 01:05:13+00:00,23.326,70.298,17.7,NDI,NDI,NDI,4427935,MW,3.3,NDI,Southern India,earthquake,isc_3523780,isc,,,,,,,,,
3523782,2001-02-07 04:18:19.200000+00:00,23.403,70.256,12.3,NDI,NDI,NDI,4427936,ML,3.4,NDI,Southern India,earthquake,isc_3523782,isc,,,,,,,,,
3523784,2001-02-07 07:31:53.700000+00:00,23.263,70.368,20.3,NDI,NDI,NDI,4427937,ML,3.4,NDI,Southern India,earthquake,isc_3523784,isc,,,,,,,,,
3523786,2001-02-07 07:46:25+00:00,23.37,70.473,16.6,NDI,NDI,NDI,4427938,ML,3.0,NDI,Southern India,earthquake,isc_3523786,isc,,,,,,,,,
3510252,2001-02-07 10:51:33.100000+00:00,23.436,70.065,5.0,NDI,NDI,NDI,4414932,ML,2.8,NDI,Southern India,earthquake,isc_3510252,isc,,,,,,,,,
3523790,2001-02-07 12:05:47.400000+00:00,23.099,70.277,10.5,NDI,NDI,NDI,4427940,ML,3.4,NDI,Southern India,earthquake,isc_3523790,isc,,,,,,,,,
3510254,2001-02-07 12:08:34+00:00,23.531,70.491,13.9,NDI,NDI,NDI,4414933,ML,3.3,NDI,Southern India,earthquake,isc_3510254,isc,,,,,,,,,
3523793,2001-02-07 16:00:46.800000+00:00,23.206,70.173,14.1,NDI,NDI,NDI,4427942,ML,3.0,NDI,Southern India,earthquake,isc_3523793,isc,,,,,,,,,
3523795,2001-02-07 18:17:30.300000+00:00,23.075,70.142,38.0,NDI,NDI,NDI,4427943,ML,2.8,NDI,Southern India,earthquake,isc_3523795,isc,,,,,,,,,
3523797,2001-02-07 18:19:51.600000+00:00,23.56,70.174,15.2,NDI,NDI,NDI,4427944,ML,3.3,NDI,Southern India,earthquake,isc_3523797,isc,,,,,,,,,
3523799,2001-02-07 19:01:59.400000+00:00,23.464,70.39,19.1,NDI,NDI,NDI,4427945,ML,3.2,NDI,Southern India,earthquake,isc_3523799,isc,,,,,,,,,
3523801,2001-02-07 20:26:04.300000+00:00,23.355,70.337,4.6,NDI,NDI,NDI,4427946,ML,3.0,NDI,Southern India,earthquake,isc_3523801,isc,,,,,,,,,
3523803,2001-02-07 21:23:13.500000+00:00,23.357,70.325,21.7,NDI,NDI,NDI,4427947,ML,3.0,NDI,Southern India,earthquake,isc_3523803,isc,,,,,,,,,
3523805,2001-02-07 21:33:32.600000+00:00,23.312,70.419,15.1,NDI,NDI,NDI,4427948,ML,3.3,NDI,Southern India,earthquake,isc_3523805,isc,,,,,,,,,
3510257,2001-02-07 21:54:18.500000+00:00,23.531,70.181,40.3,NDI,NDI,NDI,4414935,ML,2.7,NDI,Southern India,earthquake,isc_3510257,isc,,,,,,,,,
3523807,2001-02-07 22:18:06.100000+00:00,23.64,70.415,9.8,NDI,NDI,NDI,4427949,ML,3.0,NDI,Southern India,earthquake,isc_3523807,isc,,,,,,,,,
3523809,2001-02-08 00:18:35.500000+00:00,23.489,70.382,18.9,NDI,NDI,NDI,4427950,ML,3.1,NDI,Southern India,earthquake,isc_3523809,isc,,,,,,,,,
3523811,2001-02-08 00:44:36.500000+00:00,23.387,70.323,15.0,NDI,NDI,NDI,4427951,ML,3.3,NDI,Southern India,earthquake,isc_3523811,isc,,,,,,,,,
1763947,2001-02-08 03:25:55.897000+00:00,23.3876,70.4288,15.0,ISC,ISC,ISC,4521012,MW,4.5,NDI,Southern India,earthquake,isc_1763947,isc,,,,,,,,,
3523815,2001-02-08 04:37:36.500000+00:00,23.592,70.419,17.1,NDI,NDI,NDI,4427954,ML,3.5,NDI,Southern India,earthquake,isc_3523815,isc,,,,,,,,,
3523822,2001-02-08 06:48:28+00:00,23.473,70.322,14.1,NDI,NDI,NDI,4427958,ML,3.4,NDI,Southern India,earthquake,isc_3523822,isc,,,,,,,,,
3523824,2001-02-08 07:10:48.600000+00:00,23.283,70.27,18.9,NDI,NDI,NDI,4427959,ML,3.1,NDI,Southern India,earthquake,isc_3523824,isc,,,,,,,,,
2041197,2001-02-08 09:33:11.538000+00:00,23.3693,70.6175,16.0,ISC,ISC,ISC,4521056,mb,4.34,ISC,Southern India,earthquake,isc_2041197,isc,,,,,,,,,
3268780,2001-02-08 14:12:15.520000+00:00,23.2526,70.5622,15.0,ISC,ISC,ISC,4521087,mb,3.79,ISC,Southern India,earthquake,isc_3268780,isc,,,,,,,,,
3523832,2001-02-08 14:18:37.900000+00:00,23.558,70.041,2.1,NDI,NDI,NDI,4427965,ML,3.3,NDI,Southern India,earthquake,isc_3523832,isc,,,,,,,,,
1763957,2001-02-08 16:54:42.919000+00:00,23.6304,70.5172,10.7,ISC,ISC,ISC,4521105,MS,4.77,ISC,Southern India,earthquake,isc_1763957,isc,,,,,,,,,
3523840,2001-02-08 17:05:23.500000+00:00,23.263,70.333,12.3,NDI,NDI,NDI,4427971,ML,4.0,NDI,Southern India,earthquake,isc_3523840,isc,,,,,,,,,
3523842,2001-02-08 17:18:18+00:00,23.539,70.347,15.8,NDI,NDI,NDI,4427972,ML,3.0,NDI,Southern India,earthquake,isc_3523842,isc,,,,,,,,,
3523844,2001-02-08 17:37:13.700000+00:00,23.403,70.424,7.8,NDI,NDI,NDI,4427973,ML,3.4,NDI,Southern India,earthquake,isc_3523844,isc,,,,,,,,,
3523848,2001-02-08 18:36:05.800000+00:00,23.269,70.213,9.9,NDI,NDI,NDI,4427975,ML,3.8,NDI,Southern India,earthquake,isc_3523848,isc,,,,,,,,,
3523850,2001-02-08 18:54:57.100000+00:00,23.487,70.291,10.0,NDI,NDI,NDI,4427976,ML,3.0,NDI,Southern India,earthquake,isc_3523850,isc,,,,,,,,,
3523852,2001-02-08 19:22:20.900000+00:00,23.473,70.372,22.3,NDI,NDI,NDI,4427977,ML,3.3,NDI,Southern India,earthquake,isc_3523852,isc,,,,,,,,,
3523854,2001-02-08 19:58:50.100000+00:00,23.281,70.32,23.2,NDI,NDI,NDI,4427978,ML,2.9,NDI,Southern India,earthquake,isc_3523854,isc,,,,,,,,,
3523856,2001-02-08 20:18:17.400000+00:00,23.349,70.439,16.3,NDI,NDI,NDI,4427979,ML,3.0,NDI,Southern India,earthquake,isc_3523856,isc,,,,,,,,,
3523859,2001-02-08 22:44:41.100000+00:00,23.679,70.361,9.4,NDI,NDI,NDI,4427981,ML,3.2,NDI,Southern India,earthquake,isc_3523859,isc,,,,,,,,,
3523861,2001-02-09 02:15:14.500000+00:00,23.177,70.33,9.9,NDI,NDI,NDI,4427982,ML,3.4,NDI,Southern India,earthquake,isc_3523861,isc,,,,,,,,,
3523863,2001-02-09 04:48:56+00:00,23.445,70.15,8.8,NDI,NDI,NDI,4427983,ML,3.4,NDI,Southern India,earthquake,isc_3523863,isc,,,,,,,,,
3523865,2001-02-09 04:50:58.200000+00:00,23.759,70.354,16.5,NDI,NDI,NDI,4427984,ML,3.4,NDI,Southern India,earthquake,isc_3523865,isc,,,,,,,,,
3523867,2001-02-09 08:26:11.400000+00:00,23.47,70.463,20.8,NDI,NDI,NDI,4427985,ML,3.2,NDI,Southern India,earthquake,isc_3523867,isc,,,,,,,,,
1763965,2001-02-09 10:07:41.543000+00:00,23.5873,70.1728,16.8,ISC,ISC,ISC,4521215,MS,4.23,ISC,Southern India,earthquake,isc_1763965,isc,,,,,,,,,
3523871,2001-02-09 10:51:50.300000+00:00,22.825,70.11,18.0,NDI,NDI,NDI,4427988,ML,3.4,NDI,Southern India,earthquake,isc_3523871,isc,,,,,,,,,
2736250,2001-02-09 12:37:04.767000+00:00,23.4571,70.6802,15.0,ISC,ISC,ISC,4521224,mb,4.27,ISC,Southern India,earthquake,isc_2736250,isc,,,,,,,,,
3523874,2001-02-09 14:19:22.200000+00:00,23.621,70.102,15.7,NDI,NDI,NDI,4427990,ML,2.9,NDI,Southern India,earthquake,isc_3523874,isc,,,,,,,,,
3523876,2001-02-09 15:28:19.100000+00:00,23.498,70.349,14.9,NDI,NDI,NDI,4427991,ML,3.6,NDI,Southern India,earthquake,isc_3523876,isc,,,,,,,,,
3012917,2001-02-09 16:00:50.704000+00:00,23.5105,70.2949,15.0,ISC,ISC,ISC,4521241,mb,3.67,ISC,Southern India,earthquake,isc_3012917,isc,,,,,,,,,
3523880,2001-02-09 17:32:12.900000+00:00,23.288,70.302,18.0,NDI,NDI,NDI,4427994,ML,3.1,NDI,Southern India,earthquake,isc_3523880,isc,,,,,,,,,
3523886,2001-02-09 20:03:57.500000+00:00,23.19,70.168,27.4,NDI,NDI,NDI,4427999,ML,3.4,NDI,Southern India,earthquake,isc_3523886,isc,,,,,,,,,
3523888,2001-02-09 20:27:54.400000+00:00,23.559,70.258,14.4,NDI,NDI,NDI,4428000,ML,3.1,NDI,Southern India,earthquake,isc_3523888,isc,,,,,,,,,
3523890,2001-02-09 21:12:59.700000+00:00,23.623,70.34,15.0,NDI,NDI,NDI,4428001,ML,3.2,NDI,Southern India,earthquake,isc_3523890,isc,,,,,,,,,
3510278,2001-02-09 22:05:27.700000+00:00,23.516,70.19,5.8,NDI,NDI,NDI,4414960,ML,3.2,NDI,Southern India,earthquake,isc_3510278,isc,,,,,,,,,
3523892,2001-02-10 02:38:35.100000+00:00,23.333,70.3,6.1,NDI,NDI,NDI,4428002,ML,3.0,NDI,Southern India,earthquake,isc_3523892,isc,,,,,,,,,
3523894,2001-02-10 02:58:25.500000+00:00,23.475,70.238,11.9,NDI,NDI,NDI,4428003,ML,3.0,NDI,Southern India,earthquake,isc_3523894,isc,,,,,,,,,
2736336,2001-02-10 05:37:37.898000+00:00,23.5231,70.6374,35.0,ISC,ISC,ISC,4521323,MS,3.77,ISC,Southern India,earthquake,isc_2736336,isc,,,,,,,,,
3523907,2001-02-10 06:39:12.600000+00:00,23.482,70.386,19.9,NDI,NDI,NDI,4428005,ML,3.1,NDI,Southern India,earthquake,isc_3523907,isc,,,,,,,,,
3523909,2001-02-10 07:36:00.500000+00:00,23.445,70.184,15.0,NDI,NDI,NDI,4428006,ML,3.1,NDI,Southern India,earthquake,isc_3523909,isc,,,,,,,,,
3523911,2001-02-10 07:55:45.700000+00:00,23.539,70.005,15.0,NDI,NDI,NDI,4428007,ML,3.2,NDI,Southern India,earthquake,isc_3523911,isc,,,,,,,,,
3523913,2001-02-10 10:43:05.900000+00:00,23.563,70.303,6.8,NDI,NDI,NDI,4428008,ML,3.2,NDI,Southern India,earthquake,isc_3523913,isc,,,,,,,,,
3523915,2001-02-10 12:55:35.600000+00:00,23.449,70.388,25.7,NDI,NDI,NDI,4428009,ML,3.6,NDI,Southern India,earthquake,isc_3523915,isc,,,,,,,,,
3523917,2001-02-10 13:04:43.400000+00:00,23.565,70.337,14.8,NDI,NDI,NDI,4428010,ML,3.2,NDI,Southern India,earthquake,isc_3523917,isc,,,,,,,,,
3523919,2001-02-10 13:18:25.800000+00:00,23.408,70.212,21.5,NDI,NDI,NDI,4428011,ML,3.3,NDI,Southern India,earthquake,isc_3523919,isc,,,,,,,,,
3523923,2001-02-10 17:41:26+00:00,23.494,70.392,7.3,NDI,NDI,NDI,4428013,ML,3.5,NDI,Southern India,earthquake,isc_3523923,isc,,,,,,,,,
3268986,2001-02-10 19:30:58.254000+00:00,23.4636,70.1058,35.0,ISC,ISC,ISC,4521383,mb,3.82,ISC,Southern India,earthquake,isc_3268986,isc,,,,,,,,,
3510282,2001-02-10 21:39:09.400000+00:00,23.456,70.171,20.0,NDI,NDI,NDI,4414963,ML,2.9,NDI,Southern India,earthquake,isc_3510282,isc,,,,,,,,,
3523926,2001-02-10 23:16:59.600000+00:00,23.56,70.333,14.2,NDI,NDI,NDI,4428015,ML,3.4,NDI,Southern India,earthquake,isc_3523926,isc,,,,,,,,,
3523928,2001-02-11 01:55:41.900000+00:00,23.393,70.329,8.3,NDI,NDI,NDI,4428016,ML,3.4,NDI,Southern India,earthquake,isc_3523928,isc,,,,,,,,,
1832269,2001-02-11 02:33:20.649000+00:00,23.3465,70.6922,15.0,ISC,ISC,ISC,4521430,mb,4.57,ISC,Southern India,earthquake,isc_1832269,isc,,,,,,,,,
3510285,2001-02-11 06:02:34.300000+00:00,23.582,70.247,5.0,NDI,NDI,NDI,4414965,ML,3.2,NDI,Southern India,earthquake,isc_3510285,isc,,,,,,,,,
3523932,2001-02-11 07:13:07+00:00,23.467,70.526,17.2,NDI,NDI,NDI,4428019,ML,3.3,NDI,Southern India,earthquake,isc_3523932,isc,,,,,,,,,
3523934,2001-02-11 07:30:03.500000+00:00,23.422,70.22,18.0,NDI,NDI,NDI,4428020,ML,3.3,NDI,Southern India,earthquake,isc_3523934,isc,,,,,,,,,
3523936,2001-02-11 09:06:33.800000+00:00,23.405,70.298,15.0,NDI,NDI,NDI,4428021,ML,2.8,NDI,Southern India,earthquake,isc_3523936,isc,,,,,,,,,
3523940,2001-02-11 10:21:06.700000+00:00,23.395,70.159,20.4,NDI,NDI,NDI,4428023,ML,3.3,NDI,Southern India,earthquake,isc_3523940,isc,,,,,,,,,
3013174,2001-02-11 10:48:34.267000+00:00,23.0646,70.3537,20.0,ISC,ISC,ISC,4521481,mb,4.08,ISC,Southern India,earthquake,isc_3013174,isc,,,,,,,,,
3510288,2001-02-11 11:55:19.500000+00:00,23.493,70.132,5.0,NDI,NDI,NDI,4414968,ML,3.2,NDI,Southern India,earthquake,isc_3510288,isc,,,,,,,,,
3523945,2001-02-11 14:16:52.900000+00:00,23.441,70.164,7.6,NDI,NDI,NDI,4428026,ML,3.1,NDI,Southern India,earthquake,isc_3523945,isc,,,,,,,,,
3523947,2001-02-11 14:27:43+00:00,23.487,70.502,2.0,NDI,NDI,NDI,4428027,ML,2.8,NDI,Southern India,earthquake,isc_3523947,isc,,,,,,,,,
2736493,2001-02-11 15:29:41.250000+00:00,23.3902,70.5835,15.0,ISC,ISC,ISC,4521501,mb,4.22,ISC,Southern India,earthquake,isc_2736493,isc,,,,,,,,,
3523952,2001-02-11 16:42:31.300000+00:00,23.473,70.204,14.3,NDI,NDI,NDI,4428030,ML,3.2,NDI,Southern India,earthquake,isc_3523952,isc,,,,,,,,,
3523954,2001-02-11 17:02:48.900000+00:00,23.261,70.31,12.5,NDI,NDI,NDI,4428031,ML,2.5,NDI,Southern India,earthquake,isc_3523954,isc,,,,,,,,,
3510290,2001-02-11 17:15:06.700000+00:00,23.429,70.279,2.6,NDI,NDI,NDI,4414969,ML,2.6,NDI,Southern India,earthquake,isc_3510290,isc,,,,,,,,,
3523956,2001-02-11 18:43:38.500000+00:00,23.418,70.052,24.2,NDI,NDI,NDI,4428032,ML,3.1,NDI,Southern India,earthquake,isc_3523956,isc,,,,,,,,,
3523960,2001-02-11 21:38:31.700000+00:00,23.452,70.363,21.3,NDI,NDI,NDI,4428034,ML,2.7,NDI,Southern India,earthquake,isc_3523960,isc,,,,,,,,,
3523962,2001-02-11 21:45:36.100000+00:00,23.497,70.395,5.0,NDI,NDI,NDI,4428035,ML,2.9,NDI,Southern India,earthquake,isc_3523962,isc,,,,,,,,,
3510293,2001-02-11 22:55:57.500000+00:00,23.484,70.041,25.8,NDI,NDI,NDI,4414971,ML,3.5,NDI,Southern India,earthquake,isc_3510293,isc,,,,,,,,,
3013244,2001-02-11 23:39:43.716000+00:00,23.3152,70.3478,15.0,ISC,ISC,ISC,4521530,mb,3.76,ISC,Southern India,earthquake,isc_3013244,isc,,,,,,,,,
3523965,2001-02-12 02:22:24.400000+00:00,23.373,70.303,29.7,NDI,NDI,NDI,4428037,ML,3.0,NDI,Southern India,earthquake,isc_3523965,isc,,,,,,,,,
3510296,2001-02-12 04:19:29.400000+00:00,23.455,70.47,9.6,NDI,NDI,NDI,4414973,ML,3.1,NDI,Southern India,earthquake,isc_3510296,isc,,,,,,,,,
3523967,2001-02-12 04:41:31.200000+00:00,23.546,70.24,9.6,NDI,NDI,NDI,4428038,ML,3.3,NDI,Southern India,earthquake,isc_3523967,isc,,,,,,,,,
3523969,2001-02-12 05:53:39.500000+00:00,23.403,70.446,9.7,NDI,NDI,NDI,4428039,ML,3.5,NDI,Southern India,earthquake,isc_3523969,isc,,,,,,,,,
3523971,2001-02-12 06:20:43.400000+00:00,23.378,70.316,22.7,NDI,NDI,NDI,4428040,ML,3.1,NDI,Southern India,earthquake,isc_3523971,isc,,,,,,,,,
3523973,2001-02-12 07:54:57.900000+00:00,23.38,70.447,20.4,NDI,NDI,NDI,4428041,ML,3.2,NDI,Southern India,earthquake,isc_3523973,isc,,,,,,,,,
3523975,2001-02-12 09:10:56.400000+00:00,23.495,70.456,19.6,NDI,NDI,NDI,4428042,ML,3.8,NDI,Southern India,earthquake,isc_3523975,isc,,,,,,,,,
3523979,2001-02-12 13:24:04.200000+00:00,23.508,70.333,18.7,NDI,NDI,NDI,4428044,ML,3.6,NDI,Southern India,earthquake,isc_3523979,isc,,,,,,,,,
3523981,2001-02-12 13:29:46.100000+00:00,23.397,70.358,7.6,NDI,NDI,NDI,4428045,ML,3.1,NDI,Southern India,earthquake,isc_3523981,isc,,,,,,,,,
3523983,2001-02-12 14:14:00.100000+00:00,23.399,70.289,26.5,NDI,NDI,NDI,4428046,ML,3.5,NDI,Southern India,earthquake,isc_3523983,isc,,,,,,,,,
3523985,2001-02-12 16:35:43.200000+00:00,23.429,70.325,10.4,NDI,NDI,NDI,4428047,ML,3.1,NDI,Southern India,earthquake,isc_3523985,isc,,,,,,,,,
3523987,2001-02-12 18:23:05.300000+00:00,23.364,70.204,28.1,NDI,NDI,NDI,4428048,ML,3.1,NDI,Southern India,earthquake,isc_3523987,isc,,,,,,,,,
3523989,2001-02-12 19:46:34.200000+00:00,23.356,70.563,15.0,NDI,NDI,NDI,4428049,ML,3.0,NDI,Southern India,earthquake,isc_3523989,isc,,,,,,,,,
3523993,2001-02-12 23:30:40.800000+00:00,23.553,70.374,19.1,NDI,NDI,NDI,4428051,ML,3.0,NDI,Southern India,earthquake,isc_3523993,isc,,,,,,,,,
3523995,2001-02-13 10:38:04.700000+00:00,23.474,70.399,29.9,NDI,NDI,NDI,4428052,ML,2.9,NDI,Southern India,earthquake,isc_3523995,isc,,,,,,,,,
3523997,2001-02-13 11:30:57.400000+00:00,23.415,70.228,22.5,NDI,NDI,NDI,4428053,ML,3.6,NDI,Southern India,earthquake,isc_3523997,isc,,,,,,,,,
3523999,2001-02-13 14:21:18.900000+00:00,23.434,70.351,30.6,NDI,NDI,NDI,4428054,ML,2.7,NDI,Southern India,earthquake,isc_3523999,isc,,,,,,,,,
3524001,2001-02-13 14:30:06.500000+00:00,23.562,70.451,30.6,NDI,NDI,NDI,4428055,ML,2.7,NDI,Southern India,earthquake,isc_3524001,isc,,,,,,,,,
3524004,2001-02-13 16:06:00+00:00,23.382,70.34,9.0,NDI,NDI,NDI,4428057,ML,3.4,NDI,Southern India,earthquake,isc_3524004,isc,,,,,,,,,
3510309,2001-02-13 18:12:57.600000+00:00,23.265,70.818,15.0,NDI,NDI,NDI,4414983,ML,2.8,NDI,Southern India,earthquake,isc_3510309,isc,,,,,,,,,
3524007,2001-02-13 21:30:54.800000+00:00,23.386,70.35,25.3,NDI,NDI,NDI,4428059,ML,3.0,NDI,Southern India,earthquake,isc_3524007,isc,,,,,,,,,
3524010,2001-02-14 01:27:11+00:00,23.414,70.154,20.3,NDI,NDI,NDI,4428061,ML,3.0,NDI,Southern India,earthquake,isc_3524010,isc,,,,,,,,,
3524012,2001-02-14 02:24:42.700000+00:00,23.413,70.431,21.7,NDI,NDI,NDI,4428062,ML,3.4,NDI,Southern India,earthquake,isc_3524012,isc,,,,,,,,,
